tidal_high,tidal_low,precipitation_inches,lat,long,date_year,date_month,date_day
-0.7106445429067397,0.8374359273625821,-0.8382351786640309,-1.7149176840934133,0.966205669600699,-0.4599858421420725,1.0838355713092984,0.36725924244892283
-0.8662002982745587,0.9587372318349447,-0.0311074742187127,-1.2626461956311819,0.92024609467606,1.5409091489755415,-0.9007352840581362,-0.7642803331091387
0.0005563706349289259,1.3709516214921078,1.3830154520982887,-1.7149176840934133,0.966205669600699,-0.4599858421420725,-0.6172251618627884,-1.2168961633323632
-0.1416838120734048,0.0075226253833193145,-0.0311074742187127,0.3574499873246819,0.16278355491507135,0.5404616534167345,0.23330520472325506,1.6119527755627905
0.3502301531262494,-0.6445521118861014,-0.2884206660991002,0.49461998232764226,0.9531489721789501,0.5404616534167345,1.6508558156999942,1.6119527755627905
0.4094968959213884,0.40765939598046386,-0.266428085596503,0.5318760303533262,-0.9302070937022114,0.5404616534167345,1.6508558156999942,0.02779736978150437
-0.5161998486969659,1.5908187446378608,-0.0311074742187127,-3.205735380400846,0.38293688237576873,1.5409091489755415,-1.467755528448832,-0.6511263755533325
1.2333046207738212,0.5484482597090887,-0.2884206660991002,0.49461998232764226,0.9531489721789501,-0.4599858421420725,0.23330520472325506,1.6119527755627905
-0.7106445429067397,0.0075226253833193145,-0.0311074742187127,0.3574499873246819,0.16278355491507135,0.5404616534167345,-0.3337150396674406,-1.5563580359997817
0.119089856225207,-0.059166836382871416,1.8888448036580248,0.7439814855891626,0.2022437960118727,0.5404616534167345,0.23330520472325506,0.8198750726721474
0.753244004133195,-0.47412348737250276,-0.0311074742187127,-1.2288956030334894,-2.002597175276132,0.5404616534167345,1.6508558156999942,0.5935671575605351
0.4865436615550692,0.19277113028940474,-0.2884206660991002,0.49461998232764226,0.9531489721789501,0.5404616534167345,-0.05020491747209276,-1.1037422057765571
-0.2602172976636829,-2.119130210938541,-0.266428085596503,0.49461998232764226,0.9531489721789501,-0.4599858421420725,-0.9007352840581362,-1.4432040784439755
0.6643438899404862,-0.09621653736408853,-0.2884206660991002,0.5318760303533262,-0.9302070937022114,0.5404616534167345,1.3673456935046464,0.480413200004729
0.6110038214248612,-0.28146504227017394,-0.0311074742187127,-1.2288956030334894,-2.002597175276132,-1.4604333377008796,0.5168153269186029,1.3856448604511782
-0.11205044067583524,-1.3040367893517655,-0.0311074742187127,-1.2288956030334894,-2.002597175276132,-0.4599858421420725,1.6508558156999942,-0.19851054533010792
-0.49675537927598845,1.3963321253138867,-0.0311074742187127,-3.205735380400846,0.38293688237576873,1.5409091489755415,-1.467755528448832,1.7251067331185965
